       0        0 0.171856        0        0 0.171856
          0 2.49718e-07    0.171856           0 2.49718e-07    0.171463
          0 1.00028e-06    0.171856           0 1.00028e-06    0.171071
          0 2.25599e-06    0.171856           0 2.25599e-06    0.170681
          0 4.02401e-06    0.171856           0 4.02401e-06    0.170292
          0 6.31443e-06    0.171856           0 6.31443e-06    0.169905
          0 9.14035e-06    0.171856           0 9.14035e-06    0.169522
          0 1.25179e-05    0.171856           0 1.25179e-05    0.169142
          0 1.64663e-05    0.171856           0 1.64663e-05    0.168766
          0 2.10083e-05    0.171856           0 2.10083e-05    0.168395
          0 2.61696e-05    0.171856           0 2.61696e-05    0.168029
          0 3.19798e-05    0.171856           0 3.19798e-05    0.167669
          0 3.84721e-05    0.171856           0 3.84721e-05    0.167316
          0 4.56835e-05    0.171856           0 4.56835e-05     0.16697
          0 5.36552e-05    0.171856           0 5.36552e-05    0.166631
          0 6.24328e-05    0.171856           0 6.24328e-05      0.1663
          0 7.20664e-05    0.171856           0 7.20664e-05    0.165978
         0 8.2611e-05   0.171856          0 8.2611e-05   0.165665
          0 9.41268e-05    0.171856           0 9.41268e-05    0.165362
         0 0.00010668   0.171856          0 0.00010668   0.165068
          0 0.000120341    0.171856           0 0.000120341    0.164785
          0 0.000135189    0.171856           0 0.000135189    0.164513
          0 0.000151309    0.171856           0 0.000151309    0.164252
          0 0.000168792    0.171856           0 0.000168792    0.164003
          0 0.000187739    0.171856           0 0.000187739    0.163766
          0 0.000208257    0.171856           0 0.000208257    0.163541
          0 0.000230464    0.171856           0 0.000230464     0.16333
          0 0.000254486    0.171856           0 0.000254486    0.163131
          0 0.000280462    0.171856           0 0.000280462    0.162946
          0 0.000308538    0.171856           0 0.000308538    0.162775
          0 0.000338876    0.171856           0 0.000338876    0.162617
          0 0.000371649    0.171856           0 0.000371649    0.162474
          0 0.000407043    0.171856           0 0.000407043    0.162345
          0 0.000445262    0.171856           0 0.000445262    0.162231
          0 0.000486523    0.171856           0 0.000486523    0.162132
          0 0.000531062    0.171856           0 0.000531062    0.162048
          0 0.000579133    0.171856           0 0.000579133    0.161979
          0 0.000631011    0.171856           0 0.000631011    0.161925
          0 0.000686992    0.171856           0 0.000686992    0.161887
          0 0.000747396    0.171856           0 0.000747396    0.161864
          0 0.000812567    0.171856           0 0.000812567    0.161856
          0 0.000882879    0.171856           0 0.000882879    0.161864
          0 0.000958732    0.171856           0 0.000958732    0.161887
         0 0.00104056   0.171856          0 0.00104056   0.161925
         0 0.00112883   0.171856          0 0.00112883   0.161979
         0 0.00122405   0.171856          0 0.00122405   0.162048
         0 0.00132675   0.171856          0 0.00132675   0.162132
         0 0.00143753   0.171856          0 0.00143753   0.162231
         0 0.00155703   0.171856          0 0.00155703   0.162345
         0 0.00168591   0.171856          0 0.00168591   0.162474
         0 0.00182492   0.171856          0 0.00182492   0.162617
         0 0.00197485   0.171856          0 0.00197485   0.162775
         0 0.00213656   0.171856          0 0.00213656   0.162946
         0 0.00231097   0.171856          0 0.00231097   0.163131
         0 0.00249908   0.171856          0 0.00249908    0.16333
         0 0.00270196   0.171856          0 0.00270196   0.163541
         0 0.00292077   0.171856          0 0.00292077   0.163766
         0 0.00315676   0.171856          0 0.00315676   0.164003
         0 0.00341128   0.171856          0 0.00341128   0.164252
         0 0.00368578   0.171856          0 0.00368578   0.164513
         0 0.00398183   0.171856          0 0.00398183   0.164785
         0 0.00430112   0.171856          0 0.00430112   0.165068
         0 0.00464547   0.171856          0 0.00464547   0.165362
         0 0.00501685   0.171856          0 0.00501685   0.165665
         0 0.00541738   0.171856          0 0.00541738   0.165978
         0 0.00584935   0.171856          0 0.00584935     0.1663
         0 0.00631522   0.171856          0 0.00631522   0.166631
         0 0.00681766   0.171856          0 0.00681766    0.16697
         0 0.00735954   0.171856          0 0.00735954   0.167316
         0 0.00794394   0.171856          0 0.00794394   0.167669
         0 0.00857421   0.171856          0 0.00857421   0.168029
         0 0.00925395   0.171856          0 0.00925395   0.168395
         0 0.00998703   0.171856          0 0.00998703   0.168766
        0 0.0107776  0.171856         0 0.0107776  0.169142
        0 0.0116303  0.171856         0 0.0116303  0.169522
        0 0.0125499  0.171856         0 0.0125499  0.169905
        0 0.0135417  0.171856         0 0.0135417  0.170292
        0 0.0146113  0.171856         0 0.0146113  0.170681
        0 0.0157648  0.171856         0 0.0157648  0.171071
        0 0.0170089  0.171856         0 0.0170089  0.171463
        0 0.0183506  0.171856         0 0.0183506  0.171856
        0 0.0196918  0.171856         0 0.0196918  0.171463
        0 0.0209344  0.171856         0 0.0209344  0.171071
        0 0.0220854  0.171856         0 0.0220854  0.170681
        0 0.0231515  0.171856         0 0.0231515  0.170292
        0 0.0241387  0.171856         0 0.0241387  0.169905
        0 0.0250526  0.171856         0 0.0250526  0.169522
        0 0.0258985  0.171856         0 0.0258985  0.169142
        0 0.0266813  0.171856         0 0.0266813  0.168766
        0 0.0274053  0.171856         0 0.0274053  0.168395
        0 0.0280747  0.171856         0 0.0280747  0.168029
        0 0.0286934  0.171856         0 0.0286934  0.167669
        0 0.0292648  0.171856         0 0.0292648  0.167316
        0 0.0297923  0.171856         0 0.0297923   0.16697
        0 0.0302788  0.171856         0 0.0302788  0.166631
        0 0.0307271  0.171856         0 0.0307271    0.1663
        0 0.0311399  0.171856         0 0.0311399  0.165978
        0 0.0315193  0.171856         0 0.0315193  0.165665
        0 0.0318677  0.171856         0 0.0318677  0.165362
       0 0.032187 0.171856        0 0.032187 0.165068
       0 0.032479 0.171856        0 0.032479 0.164785
        0 0.0327454  0.171856         0 0.0327454  0.164513
        0 0.0329876  0.171856         0 0.0329876  0.164252
