0 -0.0263363          0 -0.0106637  -0.294056         0 0.0633363 -0.216341
0 -0.0258007          0 -0.0111993  -0.294056         0 0.0628007 -0.217059
0 -0.0252287          0 -0.0117713  -0.294056         0 0.0622287 -0.217872
0 -0.0246185          0 -0.0123815  -0.294056         0 0.0616185 -0.218781
0 -0.0239681          0 -0.0130319  -0.294056         0 0.0609681 -0.294056
0 -0.0232752          0 -0.0137248  -0.294056         0 0.0602752 -0.294056
0 -0.0225376          0 -0.0144624  -0.294056         0 0.0595376 -0.294056
0 -0.0217528          0 -0.0152472  -0.294056         0 0.0587528 -0.294056
0 -0.0209182          0 -0.0160818  -0.294056         0 0.0579182 -0.294056
0 -0.0200309          0 -0.0169691  -0.294056         0 0.0570309 -0.294056
0 -0.0190881          0 -0.0179119  -0.294056         0 0.0560881 -0.294056
0 -0.0180866          0 -0.0189134  -0.294056         0 0.0550866 -0.294056
0 -0.017023         0 -0.019977 -0.294056         0  0.054023 -0.294056
0 -0.0158938          0 -0.0211062  -0.294056         0 0.0528938 -0.294056
0 -0.0146952          0 -0.0223048  -0.294056         0 0.0516952 -0.294056
0 -0.0134233          0 -0.0235767  -0.294056         0 0.0504233 -0.294056
0 -0.0120737          0 -0.0249263  -0.294056         0 0.0490737 -0.294056
0 -0.0106421          0 -0.0263579  -0.294056         0 0.0476421 -0.294056
0 -0.00912344          0 -0.0278766  -0.294056         0 0.0461234 -0.294056
0 -0.00751295         0 -0.029487 -0.294056         0  0.044513 -0.294056
0 -0.00580503         0 -0.031195 -0.294056         0  0.042805 -0.294056
0 -0.00399409          0 -0.0330059  -0.294056         0 0.0409941 -0.294056
0 -0.00207412          0 -0.0349259  -0.294056         0 0.0390741 -0.294056
0 -3.86023e-05         0 0.0370386 -0.294056          0 -0.0369614  -0.294056
0 0.00199629         0 0.0350037 -0.294056          0 -0.0389963  -0.294056
0 0.0039145         0 0.0330855 -0.294056          0 -0.0409145  -0.294056
0 0.00572243         0 0.0312776 -0.294056          0 -0.0427224  -0.294056
0 0.00742612         0 0.0295739 -0.294056          0 -0.0444261  -0.294056
0 0.00903124         0 0.0279688 -0.294056          0 -0.0460312  -0.294056
0 0.0105431         0 0.0264569 -0.294056          0 -0.0475431  -0.294056
0 0.0119669         0 0.0250331 -0.294056          0 -0.0489669  -0.294056
0 0.0133072         0 0.0236928 -0.294056          0 -0.0503072  -0.294056
0 0.0145686         0 0.0224314 -0.294056          0 -0.0515686  -0.294056
0 0.0157553         0 0.0212447 -0.294056          0 -0.0527553  -0.294056
0 0.0168712         0 0.0201288 -0.294056          0 -0.0538712  -0.294056
0 0.0179201         0 0.0190799 -0.294056          0 -0.0549201  -0.294056
0 0.0189054         0 0.0180946 -0.294056          0 -0.0559054  -0.294056
0 0.0198305         0 0.0171695 -0.294056          0 -0.0568305  -0.294056
0 0.0206983         0 0.0163017 -0.294056          0 -0.0576983  -0.294056
0 0.021512         0  0.015488 -0.294056         0 -0.058512 -0.294056
0 0.022274         0  0.014726 -0.294056         0 -0.059274 -0.294056
0 0.0229871         0 0.0140129 -0.294056          0 -0.0599871  -0.294056
0 0.0236535         0 0.0133465 -0.294056          0 -0.0606535  -0.294056
0 0.0242755         0 0.0127245 -0.294056          0 -0.0612755  -0.255324
0 0.0248551         0 0.0121449 -0.294056          0 -0.0618551  -0.252879
0 0.0253944         0 0.0116056 -0.294056          0 -0.0623944  -0.250486
0 0.025895         0  0.011105 -0.294056         0 -0.062895 -0.248147
0 0.0263588         0 0.0106412 -0.294056          0 -0.0633588  -0.245866
0 0.0267871         0 0.0102129 -0.294056          0 -0.0637871  -0.243644
0 0.0271815          0 0.00981851  -0.294056          0 -0.0641815  -0.241485
0 0.0275432          0 0.00945676  -0.294056          0 -0.0645432  -0.239391
0 0.0278735          0 0.00912646  -0.294056          0 -0.0648735  -0.237365
0 0.0281735          0 0.00882648  -0.294056          0 -0.0651735   -0.23541
0 0.0284442          0 0.00855582  -0.294056          0 -0.0654442  -0.233528
0 0.0286864          0 0.00831359  -0.294056          0 -0.0656864  -0.231721
0 0.028901          0 0.00809899  -0.294056         0 -0.065901 -0.229992
0 0.0290887          0 0.00791125  -0.294056          0 -0.0660887  -0.228342
0 0.0292502          0 0.00774984  -0.294056          0 -0.0662502  -0.226774
0 0.0293859          0 0.00761413  -0.294056          0 -0.0663859   -0.22529
0 0.0294963          0 0.00750372  -0.294056          0 -0.0664963  -0.223891
0 0.0295818          0 0.00741822  -0.294056          0 -0.0665818  -0.222579
0 0.0296427          0 0.00735735  -0.294056          0 -0.0666427  -0.221357
0 0.0296791          0 0.00732088  -0.294056          0 -0.0666791  -0.220225
0 0.0296913          0 0.00730873  -0.294056          0 -0.0666913  -0.219184
0 0.0296792          0 0.00732084  -0.294056          0 -0.0666792  -0.218237
0 0.0296427          0 0.00735729  -0.294056          0 -0.0666427  -0.217384
0 0.0295819          0 0.00741813  -0.294056          0 -0.0665819  -0.216627
0 0.0294964         0 0.0075036 -0.294056          0 -0.0664964  -0.215965
0 0.029386          0 0.00761398  -0.294056         0 -0.066386 -0.215401
0 0.0292503          0 0.00774967  -0.294056          0 -0.0662503  -0.214935
0 0.0290889          0 0.00791109  -0.294056          0 -0.0660889  -0.214567
0 0.0289013          0 0.00809875  -0.294056          0 -0.0659013  -0.214298
0 0.0286866          0 0.00831335  -0.294056          0 -0.0656866  -0.214128
0 0.0284444          0 0.00855556  -0.294056          0 -0.0654444  -0.214058
0 0.0281739          0 0.00882612  -0.294056          0 -0.0651739  -0.214087
0 0.0278739          0 0.00912608  -0.294056          0 -0.0648739  -0.214216
0 0.0275436          0 0.00945642  -0.294056          0 -0.0645436  -0.214444
0 0.0271819         0 0.0098181 -0.294056          0 -0.0641819  -0.214771
0 0.0267875         0 0.0102125 -0.294056          0 -0.0637875  -0.215196
0 0.0263593         0 0.0106407 -0.294056          0 -0.0633593   -0.21572
0 0.0258955         0 0.0111045 -0.294056          0 -0.0628955  -0.216341
0 0.025395         0  0.011605 -0.294056         0 -0.062395 -0.217059
0 0.0248557         0 0.0121443 -0.294056          0 -0.0618557  -0.217872
0 0.0242761         0 0.0127239 -0.294056          0 -0.0612761  -0.218781
0 0.0236541         0 0.0133459 -0.294056          0 -0.0606541  -0.294056
0 0.0229878         0 0.0140122 -0.294056          0 -0.0599878  -0.294056
0 0.0222748         0 0.0147252 -0.294056          0 -0.0592748  -0.294056
0 0.0215129         0 0.0154871 -0.294056          0 -0.0585129  -0.294056
0 0.0206993         0 0.0163007 -0.294056          0 -0.0576993  -0.294056
0 0.0198314         0 0.0171686 -0.294056          0 -0.0568314  -0.294056
0 0.0189064         0 0.0180936 -0.294056          0 -0.0559064  -0.294056
0 0.0179212         0 0.0190788 -0.294056          0 -0.0549212  -0.294056
0 0.0168724         0 0.0201276 -0.294056          0 -0.0538724  -0.294056
0 0.0157565         0 0.0212435 -0.294056          0 -0.0527565  -0.294056
0 0.0145699         0 0.0224301 -0.294056          0 -0.0515699  -0.294056
0 0.0133087         0 0.0236913 -0.294056          0 -0.0503087  -0.294056
0 0.0119683         0 0.0250317 -0.294056          0 -0.0489683  -0.294056
0 0.0105448         0 0.0264552 -0.294056          0 -0.0475448  -0.294056
0 0.00903285         0 0.0279672 -0.294056          0 -0.0460328  -0.294056
0 0.00742793         0 0.0295721 -0.294056          0 -0.0444279  -0.294056
0 0.00572428         0 0.0312757 -0.294056          0 -0.0427243  -0.294056
0 0.00391644         0 0.0330836 -0.294056          0 -0.0409164  -0.294056
0 0.00199842         0 0.0350016 -0.294056          0 -0.0389984  -0.294056
0 -3.64052e-05          0 -0.0369636  -0.294056         0 0.0370364 -0.294056
0 -0.00207116          0 -0.0349288  -0.294056         0 0.0390712 -0.294056
0 -0.00398923          0 -0.0330108  -0.294056         0 0.0409892 -0.294056
0 -0.00579704         0 -0.031203 -0.294056         0  0.042797 -0.294056
0 -0.0075006          0 -0.0294994  -0.294056         0 0.0445006 -0.294056
0 -0.00910561          0 -0.0278944  -0.294056         0 0.0461056 -0.294056
0 -0.0106174          0 -0.0263826  -0.294056         0 0.0476174 -0.294056
0 -0.0120411          0 -0.0249589  -0.294056         0 0.0490411 -0.294056
0 -0.0133813          0 -0.0236187  -0.294056         0 0.0503813 -0.294056
0 -0.0146426          0 -0.0223574  -0.294056         0 0.0516426 -0.294056
0 -0.0158292          0 -0.0211708  -0.294056         0 0.0528292 -0.294056
0 -0.016945         0 -0.020055 -0.294056         0  0.053945 -0.294056
0 -0.0179938          0 -0.0190062  -0.294056         0 0.0549938 -0.294056
0 -0.0189791          0 -0.0180209  -0.294056         0 0.0559791 -0.294056
0 -0.0199041          0 -0.0170959  -0.294056         0 0.0569041 -0.294056
0 -0.0207719          0 -0.0162281  -0.294056         0 0.0577719 -0.294056
0 -0.0215854          0 -0.0154146  -0.294056         0 0.0585854 -0.294056
0 -0.0223474          0 -0.0146526  -0.294056         0 0.0593474 -0.294056
0 -0.0230604          0 -0.0139396  -0.294056         0 0.0600604 -0.294056
0 -0.0237268          0 -0.0132732  -0.294056         0 0.0607268 -0.294056
0 -0.0243487          0 -0.0126513  -0.294056         0 0.0613487 -0.255324
0 -0.0249283          0 -0.0120717  -0.294056         0 0.0619283 -0.252879
0 -0.0254675          0 -0.0115325  -0.294056         0 0.0624675 -0.250486
0 -0.0259681          0 -0.0110319  -0.294056         0 0.0629681 -0.248147
0 -0.0264318          0 -0.0105682  -0.294056         0 0.0634318 -0.245866
0 -0.0268601          0 -0.0101399  -0.294056         0 0.0638601 -0.243644
0 -0.0272545           0 -0.00974552   -0.294056         0 0.0642545 -0.241485
0 -0.0276162           0 -0.00938381   -0.294056         0 0.0646162 -0.239391
0 -0.0279465           0 -0.00905355   -0.294056         0 0.0649465 -0.237365
0 -0.0282464          0 -0.0087536  -0.294056         0 0.0652464  -0.23541
0 -0.028517           0 -0.00848297   -0.294056         0  0.065517 -0.233528
0 -0.0287592           0 -0.00824078   -0.294056         0 0.0657592 -0.231721
0 -0.0289738           0 -0.00802621   -0.294056         0 0.0659738 -0.229992
0 -0.0291615          0 -0.0078385  -0.294056         0 0.0661615 -0.228342
0 -0.0293229           0 -0.00767712   -0.294056         0 0.0663229 -0.226774
0 -0.0294586           0 -0.00754144   -0.294056         0 0.0664586  -0.22529
0 -0.0295689           0 -0.00743105   -0.294056         0 0.0665689 -0.223891
0 -0.0296544           0 -0.00734559   -0.294056         0 0.0666544 -0.222579
0 -0.0297153           0 -0.00728474   -0.294056         0 0.0667153 -0.221357
0 -0.0297517          0 -0.0072483  -0.294056         0 0.0667517 -0.220225
0 -0.0297638           0 -0.00723618   -0.294056         0 0.0667638 -0.219184
0 -0.0297517           0 -0.00724832   -0.294056         0 0.0667517 -0.218237
0 -0.0297152           0 -0.00728479   -0.294056         0 0.0667152 -0.217384
0 -0.0296543           0 -0.00734566   -0.294056         0 0.0666543 -0.216627
0 -0.0295688           0 -0.00743116   -0.294056         0 0.0665688 -0.215965
0 -0.0294584           0 -0.00754157   -0.294056         0 0.0664584 -0.215401
0 -0.0293227           0 -0.00767729   -0.294056         0 0.0663227 -0.214935
0 -0.0291613           0 -0.00783873   -0.294056         0 0.0661613 -0.214567
0 -0.0289736           0 -0.00802642   -0.294056         0 0.0659736 -0.214298
0 -0.0287589           0 -0.00824105   -0.294056         0 0.0657589 -0.214128
0 -0.0285167           0 -0.00848329   -0.294056         0 0.0655167 -0.214058
0 -0.0282461           0 -0.00875389   -0.294056         0 0.0652461 -0.214087
0 -0.0279461           0 -0.00905388   -0.294056         0 0.0649461 -0.214216
0 -0.0276157           0 -0.00938426   -0.294056         0 0.0646157 -0.214444
0 -0.027254           0 -0.00974596   -0.294056         0  0.064254 -0.214771
0 -0.0268596          0 -0.0101404  -0.294056         0 0.0638596 -0.215196
0 -0.0264313          0 -0.0105687  -0.294056         0 0.0634313  -0.21572
0 -0.0259676          0 -0.0110324  -0.294056         0 0.0629676 -0.216341
0 -0.0254669          0 -0.0115331  -0.294056         0 0.0624669 -0.217059
0 -0.0249276          0 -0.0120724  -0.294056         0 0.0619276 -0.217872
0 -0.024348         0 -0.012652 -0.294056         0  0.061348 -0.218781
0 -0.023726         0 -0.013274 -0.294056         0  0.060726 -0.294056
0 -0.0230596          0 -0.0139404  -0.294056         0 0.0600596 -0.294056
0 -0.0223466          0 -0.0146534  -0.294056         0 0.0593466 -0.294056
0 -0.0215846          0 -0.0154154  -0.294056         0 0.0585846 -0.294056
0 -0.020771         0 -0.016229 -0.294056         0  0.057771 -0.294056
0 -0.019903         0 -0.017097 -0.294056         0  0.056903 -0.294056
0 -0.0189779          0 -0.0180221  -0.294056         0 0.0559779 -0.294056
0 -0.0179926          0 -0.0190074  -0.294056         0 0.0549926 -0.294056
0 -0.0169438          0 -0.0200562  -0.294056         0 0.0539438 -0.294056
0 -0.0158278          0 -0.0211722  -0.294056         0 0.0528278 -0.294056
0 -0.0146411          0 -0.0223589  -0.294056         0 0.0516411 -0.294056
0 -0.0133798          0 -0.0236202  -0.294056         0 0.0503798 -0.294056
0 -0.0120393          0 -0.0249607  -0.294056         0 0.0490393 -0.294056
0 -0.0106157          0 -0.0263843  -0.294056         0 0.0476157 -0.294056
0 -0.0091037          0 -0.0278963  -0.294056         0 0.0461037 -0.294056
0 -0.00749868          0 -0.0295013  -0.294056         0 0.0444987 -0.294056
0 -0.00579491          0 -0.0312051  -0.294056         0 0.0427949 -0.294056
0 -0.00398696         0 -0.033013 -0.294056         0  0.040987 -0.294056
0 -0.00206881          0 -0.0349312  -0.294056         0 0.0390688 -0.294056
0 -3.38613e-05         0 0.0370339 -0.294056          0 -0.0369661  -0.294056
0 0.00200102         0  0.034999 -0.294056         0 -0.039001 -0.294056
0 0.00391922         0 0.0330808 -0.294056          0 -0.0409192  -0.294056
0 0.00572714         0 0.0312729 -0.294056          0 -0.0427271  -0.294056
0 0.00743082         0 0.0295692 -0.294056          0 -0.0444308  -0.294056
0 0.00903592         0 0.0279641 -0.294056          0 -0.0460359  -0.294056
0 0.0105478         0 0.0264522 -0.294056          0 -0.0475478  -0.294056
0 0.0119716         0 0.0250284 -0.294056          0 -0.0489716  -0.294056
0 0.0133119         0 0.0236881 -0.294056          0 -0.0503119  -0.294056
0 0.0145733         0 0.0224267 -0.294056          0 -0.0515733  -0.294056
0 0.01576         0   0.02124 -0.294056         0  -0.05276 -0.294056
0 0.0168759         0 0.0201241 -0.294056          0 -0.0538759  -0.294056
0 0.0179247         0 0.0190753 -0.294056          0 -0.0549247  -0.294056
0 0.01891         0   0.01809 -0.294056         0  -0.05591 -0.294056
0 0.0198351         0 0.0171649 -0.294056          0 -0.0568351  -0.294056
0 0.020703         0  0.016297 -0.294056         0 -0.057703 -0.294056
0 0.0215166         0 0.0154834 -0.294056          0 -0.0585166  -0.294056
0 0.0222786         0 0.0147214 -0.294056          0 -0.0592786  -0.294056
0 0.0229917         0 0.0140083 -0.294056          0 -0.0599917  -0.294056
0 0.0236581         0 0.0133419 -0.294056          0 -0.0606581  -0.294056
0 0.0242801         0 0.0127199 -0.294056          0 -0.0612801  -0.255324
0 0.0248597         0 0.0121403 -0.294056          0 -0.0618597  -0.252879
0 0.025399         0  0.011601 -0.294056         0 -0.062399 -0.250486
0 0.0258996         0 0.0111004 -0.294056          0 -0.0628996  -0.248147
0 0.0263633         0 0.0106367 -0.294056          0 -0.0633633  -0.245866
0 0.0267917         0 0.0102083 -0.294056          0 -0.0637917  -0.243644
0 0.0271861          0 0.00981393  -0.294056          0 -0.0641861  -0.241485
0 0.0275478          0 0.00945219  -0.294056          0 -0.0645478  -0.239391
0 0.0278781          0 0.00912189  -0.294056          0 -0.0648781  -0.237365
0 0.0281781          0 0.00882191  -0.294056          0 -0.0651781   -0.23541
0 0.0284487          0 0.00855125  -0.294056          0 -0.0654487  -0.233528
0 0.028691          0 0.00830903  -0.294056         0 -0.065691 -0.231721
0 0.0289056          0 0.00809443  -0.294056          0 -0.0659056  -0.229992
0 0.0290933          0 0.00790669  -0.294056          0 -0.0660933  -0.228342
0 0.0292547          0 0.00774528  -0.294056          0 -0.0662547  -0.226774
0 0.0293904          0 0.00760958  -0.294056          0 -0.0663904   -0.22529
0 0.0295008          0 0.00749917  -0.294056          0 -0.0665008  -0.223891
0 0.0295863          0 0.00741367  -0.294056          0 -0.0665863  -0.222579
0 0.0296472         0 0.0073528 -0.294056          0 -0.0666472  -0.221357
0 0.0296837          0 0.00731633  -0.294056          0 -0.0666837  -0.220225
0 0.0296958          0 0.00730419  -0.294056          0 -0.0666958  -0.219184
0 0.0296837         0 0.0073163 -0.294056          0 -0.0666837  -0.218237
0 0.0296473          0 0.00735275  -0.294056          0 -0.0666473  -0.217384
0 0.0295864          0 0.00741359  -0.294056          0 -0.0665864  -0.216627
0 0.0295009          0 0.00749906  -0.294056          0 -0.0665009  -0.215965
0 0.0293906          0 0.00760944  -0.294056          0 -0.0663906  -0.215401
0 0.0292549          0 0.00774514  -0.294056          0 -0.0662549  -0.214935
0 0.0290934          0 0.00790656  -0.294056          0 -0.0660934  -0.214567
0 0.0289058          0 0.00809422  -0.294056          0 -0.0659058  -0.214298
0 0.0286912          0 0.00830882  -0.294056          0 -0.0656912  -0.214128
0 0.028449          0 0.00855103  -0.294056         0 -0.065449 -0.214058
0 0.0281784         0 0.0088216 -0.294056          0 -0.0651784  -0.214087
0 0.0278784          0 0.00912156  -0.294056          0 -0.0648784  -0.214216
