0 0.0982348 -0.000610477 -3.76971e-05 -0 -0 0 
1 0.823442 39.0485 3.9691 1.56484 0.899226 -0.00604872 
2 3.25874 26.5226 1.42211 0.432871 1.14399 -0.0100628 
3 -0.813688 13.2874 -3.23356 0.0394778 1.18679 -0.0208927 
4 -1.27574 9.35168 -0.272283 -0.120467 1.23148 -0.030696 
5 -1.46739 6.40984 -0.147445 -0.207408 1.29411 -0.0420338 
6 -1.65534 9.02607 0.446366 -0.103334 1.62284 -0.0607667 
7 -1.81602 3.85877 -0.0868692 -0.249379 1.76555 -0.0795175 
8 -2.15332 2.28439 -0.0597059 -0.271117 1.9385 -0.10114 
9 -2.47676 2.05539 -0.00158066 -0.240706 2.14988 -0.126837 
10 -2.9775 2.48176 0.0301866 -0.193309 2.33033 -0.155152 
11 -4.99397 3.21832 -0.154987 -0.14579 1.79845 -0.155068 
12 -6.71368 4.07062 -0.176647 -0.103415 1.20159 -0.146214 
13 -8.01195 4.96571 -0.185211 -0.0664767 0.525986 -0.129516 
14 -2.96803 5.02977 -0.0233333 -0.06428 0.257762 -0.134258 
15 -0.173943 3.95738 -0.0629676 -0.100589 0.162211 -0.140142 
16 1.29667 2.5488 -0.109638 -0.143028 0.164994 -0.14707 
17 6.46727 -4.98874 2.3229 -0.365528 0.524845 -0.183377 
18 4.1345 -8.1486 0.454066 -0.418629 0.709844 -0.1877 
19 2.72505 -9.1033 0.427385 -0.387612 0.834054 -0.191448 
20 1.87088 -9.12775 0.419726 -0.324714 0.926201 -0.19508 
21 1.27832 -8.69434 0.398005 -0.256745 0.999214 -0.198681 
22 0.278818 -8.07148 0.101362 -0.197411 0.985168 -0.193177 
23 -1.36525 -7.48258 -0.437317 -0.148274 0.810825 -0.16855 
24 -2.18847 -6.88547 -0.452521 -0.108538 0.613734 -0.143716 
25 -2.521 -6.33033 -0.433231 -0.0774897 0.418457 -0.119331 
26 -2.59867 -5.82792 -0.407887 -0.0537676 0.236797 -0.0958691 
27 -2.5531 -8.29074 -0.664632 -0.125731 0.0449885 -0.0651247 
28 -2.21796 -6.00516 -0.23119 -0.0420938 0.0160042 -0.0582562 
29 -1.94347 -4.92215 -0.235322 -0.0018921 0.00145911 -0.0524656 
30 -1.79123 -4.25637 -0.243303 0.0159511 -0.00536849 -0.0473837 
31 -1.7068 -3.81853 -0.241584 0.0225805 -0.00815496 -0.0428117 
32 -1.5784 -5.50099 -0.488088 -0.0373076 -0.0117991 -0.0359138 
33 -1.58107 -3.98853 -0.157281 0.00869456 -0.00947464 -0.0315954 
34 -1.58084 -3.31313 -0.173712 0.0271448 -0.00778734 -0.0279038 
35 -26.6441 62.674 3.38603 3.30789 -1.06706 0.14885 
36 -7.30386 16.1143 -15.1301 1.93473 -1.45395 -0.337552 
37 -12.7831 -4.11152 -4.99459 1.42406 -2.1147 0.199443 
38 -7.15654 -8.68751 0.092481 1.31126 -2.4645 0.208114 
39 -2.07504 -7.67321 1.30117 1.20758 -2.53163 0.204595 
40 1.2656 -6.67767 1.35047 1.09736 -2.42874 0.197969 
41 14.6685 -28.9701 10.32 -1.93729 -1.77064 -0.0097052 
42 9.40152 -18.6143 0.428227 -1.14276 -1.30281 0.0457929 
43 6.823 -14.2975 -0.191791 -0.467224 -0.960726 0.0890253 
44 2.84623 -11.1636 -0.208604 0.0416075 -0.8244 0.129103 
45 1.20124 -8.07279 0.00740591 0.508015 -0.632902 0.118517 
46 1.12422 -4.43618 -0.150543 0.981975 -0.329135 0.086038 
47 -0.767118 -2.28831 -0.147155 1.24042 -0.227172 0.0676697 
48 -1.005 0.513697 -0.00835753 1.4692 -0.0399485 0.0354151 
49 -2.93186 -0.152355 -0.340888 1.6338 -0.0585594 0.0184129 
50 -2.93917 0.312879 0.0853388 1.7839 -0.0872143 0.00485593 
51 -3.10499 1.53318 0.344106 1.87932 -0.169962 0.000903146 
52 -3.78054 4.08636 1.00491 1.84945 -0.286748 -0.0142729 
53 -0.771874 4.33584 0.873651 1.82314 -0.185804 -0.0968975 
54 2.22053 5.59585 -0.947926 1.72629 -0.226057 -0.0797966 
55 3.22841 5.83628 -0.963185 1.63082 -0.206639 -0.0625036 
56 3.12956 5.98151 -1.06503 1.54187 -0.181206 -0.0469621 
57 2.94118 6.12845 -1.13842 1.46013 -0.159041 -0.0335361 
58 2.22628 6.75717 -1.52897 1.37905 -1.2618 0.203838 
59 1.39224 5.21822 -0.187929 0.784166 -1.15118 0.187157 
60 1.56853 5.36053 0.0011477 0.205018 -1.04057 0.170165 
61 1.76501 5.4318 -0.0273478 -0.361466 -0.932801 0.154283 
62 1.9887 5.43808 -0.08327 -0.917108 -0.825816 0.139611 
63 0.399826 3.1715 -1.10853 -1.34176 -0.399945 0.0365533 
64 5.47002 -3.2543 3.28198 -1.41186 -0.207769 0.0458934 
65 6.57257 -2.80947 0.892227 -1.51166 0.0409301 0.0520745 
66 5.27132 -3.35492 0.324969 -1.58381 0.243885 0.0511797 
67 4.13151 -4.05948 0.249128 -1.62256 0.400386 0.0470601 
68 2.68038 -4.22809 0.49216 -1.6594 0.500567 0.0376711 
69 2.0468 -4.85113 0.400045 -1.67236 0.584003 0.0244617 
70 3.99098 -8.27094 0.795154 -2.07152 0.390527 0.0452162 
71 -2.63002 -12.7906 2.24082 -1.67073 0.0306098 0.0684333 
72 -1.34057 -12.5507 -0.14176 -1.3067 -0.274329 0.0954499 
73 -0.125036 -12.4177 -0.256975 -0.969965 -0.358734 0.0870186 
74 0.956213 -12.1611 -0.182781 -0.669327 -0.400487 0.0789093 
75 1.86624 -11.7773 -0.0767704 -0.413337 -0.409693 0.0712913 
76 2.53467 -11.4708 -0.0173604 -0.198835 -0.399818 0.0642291 
77 3.22753 -11.3353 0.0184847 -0.0189496 -0.371153 0.058043 
78 3.6351 -11.1228 0.12877 0.120146 -0.337054 0.0521229 
79 3.93578 -10.9571 0.229822 0.218059 -0.304584 0.0465882 
80 4.40654 -10.8227 0.353756 0.274221 -0.267096 0.0418551 
81 7.24889 -11.0654 2.03945 0.31856 0.225111 -0.049139 
82 10.2972 -11.3292 2.87637 0.337986 0.976343 -0.154687 
83 15.027 13.1984 10.3831 -1.00573 2.11047 -0.288633 
84 15.9831 -13.9497 0.565966 -0.953624 3.27121 -0.363753 
85 13.3299 -19.0783 0.338833 -0.701603 3.82521 -0.318411 
86 -1.52325 -13.7142 -6.03314 -0.835015 1.8537 0.0757399 
87 -14.8219 -9.82411 -4.031 -1.07909 -0.398883 0.358656 
88 -13.986 -0.621146 4.67278 -1.45302 -1.88924 1.95431 
89 -12.872 -2.05643 4.1686 -1.74873 -2.51724 0.938448 
90 -16.4505 -8.56061 -4.34539 -1.44531 -3.88804 2.18878 
91 -19.3677 -9.94697 -2.50838 -0.279629 -5.44798 1.35129 
92 -14.211 1.59733 -1.60249 0.536331 -6.02958 0.982423 
93 -10.0886 8.30737 -1.14016 0.919435 -6.3564 0.575728 
94 -7.31711 12.1615 -0.723882 1.01727 -6.49224 0.156013 
95 -4.82514 14.9795 -0.611821 0.945995 -6.48719 -0.221469 
96 3.37437 16.1132 0.163855 0.764577 -6.06231 -0.313321 
97 12.3649 19.9434 1.83509 0.975659 -4.34063 0.0175632 
98 13.8707 15.8554 -0.244689 0.678854 -3.32579 0.00723048 
99 16.3756 9.1152 0.570496 0.714765 -2.19003 0.0174863 
100 15.5065 7.65577 -0.684985 0.806246 -0.513464 0.108 
101 14.0794 7.55125 -0.739747 0.833485 0.520444 -0.0135066 
102 12.0711 7.69528 -0.685283 0.83832 1.40213 -0.0583559 
103 10.0223 7.816 -0.603549 0.826726 2.13576 -0.0190293 
104 7.6212 8.15236 -0.67098 0.760293 2.65341 -0.035297 
105 5.10193 8.73973 -0.68317 0.657257 2.89739 -0.00550634 
106 3.05862 8.61552 -0.436561 0.543659 3.0303 0.0187403 
