[INFO] [launch]: All log files can be found below /home/xubu22/.ros/log/2023-06-23-23-53-56-771833-xubu22-Prestige-15-A10SC-21732
[INFO] [launch]: Default logging verbosity is set to INFO
WARNING: No valid Webots directory specified in `ROS2_WEBOTS_HOME` and `WEBOTS_HOME`, fallback to default installation folder /usr/local/webots.
[INFO] [webots-1]: process started with pid [21733]
[INFO] [driver-2]: process started with pid [21735]
[INFO] [walking_pattern_generator-3]: process started with pid [21738]
[driver-2] Cannot connect to Webots instance on socket "/tmp/webots-1234/ipc/ROBOTIS_OP2/extern", retrying for another 50 seconds...
[driver-2] 0,0,-0.037
[driver-2] 0.8,0,0.037
[driver-2] 1.6,0,-0.037
[driver-2] 2.4,0,0.037
[driver-2] 3.2,0,-0.037
[driver-2] 4,0,0.037
[driver-2] 
[driver-2] -0.037
[driver-2] 210 0.81 2.1
[driver-2] 211 0.81 2.11
[driver-2] 212 0.81 2.12
[driver-2] 213 0.81 2.13
[driver-2] 214 0.81 2.14
[driver-2] 215 0.81 2.15
[driver-2] 216 0.81 2.16
[driver-2] 217 0.81 2.17
[driver-2] 218 0.81 2.18
[driver-2] 219 0.81 2.19
[driver-2] 220 0.81 2.2
[driver-2] 221 0.81 2.21
[driver-2] 222 0.81 2.22
[driver-2] 223 0.81 2.23
[driver-2] 224 0.81 2.24
[driver-2] 225 0.81 2.25
[driver-2] 226 0.81 2.26
[driver-2] 227 0.81 2.27
[driver-2] 228 0.81 2.28
[driver-2] 229 0.81 2.29
[driver-2] 230 0.81 2.3
[driver-2] 231 0.81 2.31
[driver-2] 232 0.81 2.32
[driver-2] 233 0.81 2.33
[driver-2] 234 0.81 2.34
[driver-2] 235 0.81 2.35
[driver-2] 236 0.81 2.36
[driver-2] 237 0.81 2.37
[driver-2] 238 0.81 2.38
[driver-2] 239 0.81 2.39
[driver-2] 240 0.81 2.4
[driver-2] 241 0.81 2.41
[driver-2] 242 0.81 2.42
[driver-2] 243 0.81 2.43
[driver-2] 244 0.81 2.44
[driver-2] 245 0.81 2.45
[driver-2] 246 0.81 2.46
[driver-2] 247 0.81 2.47
[driver-2] 248 0.81 2.48
[driver-2] 249 0.81 2.49
[driver-2] 250 0.81 2.5
[driver-2] 251 0.81 2.51
[driver-2] 252 0.81 2.52
[driver-2] 253 0.81 2.53
[driver-2] 254 0.81 2.54
[driver-2] 255 0.81 2.55
[driver-2] 256 0.81 2.56
[driver-2] 257 0.81 2.57
[driver-2] 258 0.81 2.58
[driver-2] 259 0.81 2.59
[driver-2] 260 0.81 2.6
[driver-2] 261 0.81 2.61
[driver-2] 262 0.81 2.62
[driver-2] 263 0.81 2.63
[driver-2] 264 0.81 2.64
[driver-2] 265 0.81 2.65
[driver-2] 266 0.81 2.66
[driver-2] 267 0.81 2.67
[driver-2] 268 0.81 2.68
[driver-2] 269 0.81 2.69
[driver-2] 270 0.81 2.7
[driver-2] 271 0.81 2.71
[driver-2] 272 0.81 2.72
[driver-2] 273 0.81 2.73
[driver-2] 274 0.81 2.74
[driver-2] 275 0.81 2.75
[driver-2] 276 0.81 2.76
[driver-2] 277 0.81 2.77
[driver-2] 278 0.81 2.78
[driver-2] 279 0.81 2.79
[driver-2] 280 0.81 2.8
[driver-2] 281 0.81 2.81
[driver-2] 282 0.81 2.82
[driver-2] 283 0.81 2.83
[driver-2] 284 0.81 2.84
[driver-2] 285 0.81 2.85
[driver-2] 286 0.81 2.86
[driver-2] 287 0.81 2.87
[driver-2] 288 0.81 2.88
[driver-2] 289 0.81 2.89
[driver-2] 290 0.81 2.9
[driver-2] 291 0.81 2.91
[driver-2] 292 0.81 2.92
[driver-2] 293 0.81 2.93
[driver-2] 294 0.81 2.94
[driver-2] 295 0.81 2.95
[driver-2] 296 0.81 2.96
[driver-2] 297 0.81 2.97
[driver-2] 298 0.81 2.98
[driver-2] 299 0.81 2.99
[driver-2] 300 0.81 3
[driver-2] 301 0.81 3.01
[driver-2] 302 0.81 3.02
[driver-2] 303 0.81 3.03
[driver-2] 304 0.81 3.04
[driver-2] 305 0.81 3.05
[driver-2] 306 0.81 3.06
[driver-2] 307 0.81 3.07
[driver-2] 308 0.81 3.08
[driver-2] 309 0.81 3.09
[driver-2] 310 0.81 3.1
[driver-2] 311 0.81 3.11
[driver-2] 312 0.81 3.12
[driver-2] 313 0.81 3.13
[driver-2] 314 0.81 3.14
[driver-2] 315 0.81 3.15
[driver-2] 316 0.81 3.16
[driver-2] 317 0.81 3.17
[driver-2] 318 0.81 3.18
[driver-2] 319 0.81 3.19
[driver-2] 320 0.81 3.2
[driver-2] 321 0.81 3.21
[driver-2] 322 0.81 3.22
[driver-2] 323 0.81 3.23
[driver-2] 324 0.81 3.24
[driver-2] 325 0.81 3.25
[driver-2] 326 0.81 3.26
[driver-2] 327 0.81 3.27
[driver-2] 328 0.81 3.28
[driver-2] 329 0.81 3.29
[driver-2] 330 0.81 3.3
[driver-2] 331 0.81 3.31
[driver-2] 332 0.81 3.32
[driver-2] 333 0.81 3.33
[driver-2] 334 0.81 3.34
[driver-2] 335 0.81 3.35
[driver-2] 336 0.81 3.36
[driver-2] 337 0.81 3.37
[driver-2] 338 0.81 3.38
[driver-2] 339 0.81 3.39
[driver-2] 340 0.81 3.4
[driver-2] 341 0.81 3.41
[driver-2] 342 0.81 3.42
[driver-2] 343 0.81 3.43
[driver-2] 344 0.81 3.44
[driver-2] 345 0.81 3.45
[driver-2] 346 0.81 3.46
[driver-2] 347 0.81 3.47
[driver-2] 348 0.81 3.48
[driver-2] 349 0.81 3.49
[driver-2] 350 0.81 3.5
[driver-2] 351 0.81 3.51
[driver-2] 352 0.81 3.52
[driver-2] 353 0.81 3.53
[driver-2] 354 0.81 3.54
[driver-2] 355 0.81 3.55
[driver-2] 356 0.81 3.56
[driver-2] 357 0.81 3.57
[driver-2] 358 0.81 3.58
[driver-2] 359 0.81 3.59
[driver-2] 360 0.81 3.6
[driver-2] 361 0.81 3.61
[driver-2] 362 0.81 3.62
[driver-2] 363 0.81 3.63
[driver-2] 364 0.81 3.64
[driver-2] 365 0.81 3.65
[driver-2] 366 0.81 3.66
[driver-2] 367 0.81 3.67
[driver-2] 368 0.81 3.68
[driver-2] 369 0.81 3.69
[driver-2] 370 0.81 3.7
[driver-2] 371 0.81 3.71
[driver-2] 372 0.81 3.72
[driver-2] 373 0.81 3.73
[driver-2] 374 0.81 3.74
[driver-2] 375 0.81 3.75
[driver-2] 376 0.81 3.76
[driver-2] 377 0.81 3.77
[driver-2] 378 0.81 3.78
[driver-2] 379 0.81 3.79
[driver-2] 380 0.81 3.8
[driver-2] 381 0.81 3.81
[driver-2] 382 0.81 3.82
[driver-2] 383 0.81 3.83
[driver-2] 384 0.81 3.84
[driver-2] 385 0.81 3.85
[driver-2] 386 0.81 3.86
[driver-2] 387 0.81 3.87
[driver-2] 388 0.81 3.88
[driver-2] 389 0.81 3.89
[driver-2] 390 0.81 3.9
[driver-2] 391 0.81 3.91
[driver-2] 392 0.81 3.92
[driver-2] 393 0.81 3.93
[driver-2] 394 0.81 3.94
[driver-2] 395 0.81 3.95
[driver-2] 396 0.81 3.96
[driver-2] 397 0.81 3.97
[driver-2] 398 0.81 3.98
[driver-2] 399 0.81 3.99
[driver-2] 400 0.81 4
[driver-2] 401 0.81 4.01
[driver-2] [INFO] [1687532041.335903472] [ROBOTIS_OP2]: Controller successfully connected to robot in Webots simulation.
[INFO] [webots-1]: process has finished cleanly [pid 21733]
[INFO] [walking_pattern_generator-3]: sending signal 'SIGINT' to process[walking_pattern_generator-3]
[INFO] [driver-2]: sending signal 'SIGINT' to process[driver-2]
[walking_pattern_generator-3] [INFO] [1687532041.876906311] [rclcpp]: signal_handler(signum=2)
[driver-2] [INFO] [1687532041.877333515] [rclcpp]: signal_handler(signum=2)
[INFO] [driver-2]: process has finished cleanly [pid 21735]
[INFO] [walking_pattern_generator-3]: process has finished cleanly [pid 21738]
